informal_text,formal_date
در یک ماه ۱ سال یک هزار و سیصد و هفتاد,1370/01/01
در یک ماه یک 1370,1370/01/01
در یک ماه یک ۱۳۷۰,1370/01/01
در یک ماه یک یک هزار و سیصد و هفتاد,1370/01/01
در یک ماه یک سال 1370,1370/01/01
در یک ماه یک سال ۱۳۷۰,1370/01/01
در یک ماه یک سال یک هزار و سیصد و هفتاد,1370/01/01
در یک ماه فروردین 1370,1370/01/01
در یک ماه فروردین ۱۳۷۰,1370/01/01
در یک ماه فروردین یک هزار و سیصد و هفتاد,1370/01/01
در یک ماه فروردین سال 1370,1370/01/01
در یک ماه فروردین سال ۱۳۷۰,1370/01/01
در یک ماه فروردین سال یک هزار و سیصد و هفتاد,1370/01/01
در یکم 1 1370,1370/01/01
در یکم 1 ۱۳۷۰,1370/01/01
در یکم 1 یک هزار و سیصد و هفتاد,1370/01/01
در یکم 1 سال 1370,1370/01/01
در یکم 1 سال ۱۳۷۰,1370/01/01
در یکم 1 سال یک هزار و سیصد و هفتاد,1370/01/01
در یکم ۱ 1370,1370/01/01
در یکم ۱ ۱۳۷۰,1370/01/01
در یکم ۱ یک هزار و سیصد و هفتاد,1370/01/01
در یکم ۱ سال 1370,1370/01/01
در یکم ۱ سال ۱۳۷۰,1370/01/01
در یکم ۱ سال یک هزار و سیصد و هفتاد,1370/01/01
در یکم یک 1370,1370/01/01
در یکم یک ۱۳۷۰,1370/01/01
در یکم یک یک هزار و سیصد و هفتاد,1370/01/01
در یکم یک سال 1370,1370/01/01
در یکم یک سال ۱۳۷۰,1370/01/01
در یکم یک سال یک هزار و سیصد و هفتاد,1370/01/01
در یکم یکم 1370,1370/01/01
در یکم یکم ۱۳۷۰,1370/01/01
در یکم یکم یک هزار و سیصد و هفتاد,1370/01/01
در یکم یکم سال 1370,1370/01/01
در یکم یکم سال ۱۳۷۰,1370/01/01
در یکم یکم سال یک هزار و سیصد و هفتاد,1370/01/01
در یکم فروردین 1370,1370/01/01
در یکم فروردین ۱۳۷۰,1370/01/01
در یکم فروردین یک هزار و سیصد و هفتاد,1370/01/01
در یکم فروردین سال 1370,1370/01/01
در یکم فروردین سال ۱۳۷۰,1370/01/01
در یکم فروردین سال یک هزار و سیصد و هفتاد,1370/01/01
در یکم ماه 1 1370,1370/01/01
در یکم ماه 1 ۱۳۷۰,1370/01/01
در یکم ماه 1 یک هزار و سیصد و هفتاد,1370/01/01
در یکم ماه 1 سال 1370,1370/01/01
در یکم ماه 1 سال ۱۳۷۰,1370/01/01
در یکم ماه 1 سال یک هزار و سیصد و هفتاد,1370/01/01
در یکم ماه ۱ 1370,1370/01/01
در یکم ماه ۱ ۱۳۷۰,1370/01/01
در یکم ماه ۱ یک هزار و سیصد و هفتاد,1370/01/01
در یکم ماه ۱ سال 1370,1370/01/01
در یکم ماه ۱ سال ۱۳۷۰,1370/01/01
در یکم ماه ۱ سال یک هزار و سیصد و هفتاد,1370/01/01
در یکم ماه یک 1370,1370/01/01
در یکم ماه یک ۱۳۷۰,1370/01/01
در یکم ماه یک یک هزار و سیصد و هفتاد,1370/01/01
در یکم ماه یک سال 1370,1370/01/01
در یکم ماه یک سال ۱۳۷۰,1370/01/01
در یکم ماه یک سال یک هزار و سیصد و هفتاد,1370/01/01
در یکم ماه فروردین 1370,1370/01/01
در یکم ماه فروردین ۱۳۷۰,1370/01/01
در یکم ماه فروردین یک هزار و سیصد و هفتاد,1370/01/01
در یکم ماه فروردین سال 1370,1370/01/01
در یکم ماه فروردین سال ۱۳۷۰,1370/01/01
در یکم ماه فروردین سال یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 1 1370,1370/01/01
در روز 1 1 ۱۳۷۰,1370/01/01
در روز 1 1 یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 1 سال 1370,1370/01/01
در روز 1 1 سال ۱۳۷۰,1370/01/01
در روز 1 1 سال یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 ۱ 1370,1370/01/01
در روز 1 ۱ ۱۳۷۰,1370/01/01
در روز 1 ۱ یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 ۱ سال 1370,1370/01/01
در روز 1 ۱ سال ۱۳۷۰,1370/01/01
در روز 1 ۱ سال یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 یک 1370,1370/01/01
در روز 1 یک ۱۳۷۰,1370/01/01
در روز 1 یک یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 یک سال 1370,1370/01/01
در روز 1 یک سال ۱۳۷۰,1370/01/01
در روز 1 یک سال یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 یکم 1370,1370/01/01
در روز 1 یکم ۱۳۷۰,1370/01/01
در روز 1 یکم یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 یکم سال 1370,1370/01/01
در روز 1 یکم سال ۱۳۷۰,1370/01/01
در روز 1 یکم سال یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 فروردین 1370,1370/01/01
در روز 1 فروردین ۱۳۷۰,1370/01/01
در روز 1 فروردین یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 فروردین سال 1370,1370/01/01
در روز 1 فروردین سال ۱۳۷۰,1370/01/01
در روز 1 فروردین سال یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 ماه 1 1370,1370/01/01
در روز 1 ماه 1 ۱۳۷۰,1370/01/01
در روز 1 ماه 1 یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 ماه 1 سال 1370,1370/01/01
در روز 1 ماه 1 سال ۱۳۷۰,1370/01/01
در روز 1 ماه 1 سال یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 ماه ۱ 1370,1370/01/01
در روز 1 ماه ۱ ۱۳۷۰,1370/01/01
در روز 1 ماه ۱ یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 ماه ۱ سال 1370,1370/01/01
در روز 1 ماه ۱ سال ۱۳۷۰,1370/01/01
در روز 1 ماه ۱ سال یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 ماه یک 1370,1370/01/01
در روز 1 ماه یک ۱۳۷۰,1370/01/01
در روز 1 ماه یک یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 ماه یک سال 1370,1370/01/01
در روز 1 ماه یک سال ۱۳۷۰,1370/01/01
در روز 1 ماه یک سال یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 ماه فروردین 1370,1370/01/01
در روز 1 ماه فروردین ۱۳۷۰,1370/01/01
در روز 1 ماه فروردین یک هزار و سیصد و هفتاد,1370/01/01
در روز 1 ماه فروردین سال 1370,1370/01/01
در روز 1 ماه فروردین سال ۱۳۷۰,1370/01/01
در روز 1 ماه فروردین سال یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ 1 1370,1370/01/01
در روز ۱ 1 ۱۳۷۰,1370/01/01
در روز ۱ 1 یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ 1 سال 1370,1370/01/01
در روز ۱ 1 سال ۱۳۷۰,1370/01/01
در روز ۱ 1 سال یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ ۱ 1370,1370/01/01
در روز ۱ ۱ ۱۳۷۰,1370/01/01
در روز ۱ ۱ یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ ۱ سال 1370,1370/01/01
در روز ۱ ۱ سال ۱۳۷۰,1370/01/01
در روز ۱ ۱ سال یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ یک 1370,1370/01/01
در روز ۱ یک ۱۳۷۰,1370/01/01
در روز ۱ یک یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ یک سال 1370,1370/01/01
در روز ۱ یک سال ۱۳۷۰,1370/01/01
در روز ۱ یک سال یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ یکم 1370,1370/01/01
در روز ۱ یکم ۱۳۷۰,1370/01/01
در روز ۱ یکم یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ یکم سال 1370,1370/01/01
در روز ۱ یکم سال ۱۳۷۰,1370/01/01
در روز ۱ یکم سال یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ فروردین 1370,1370/01/01
در روز ۱ فروردین ۱۳۷۰,1370/01/01
در روز ۱ فروردین یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ فروردین سال 1370,1370/01/01
در روز ۱ فروردین سال ۱۳۷۰,1370/01/01
در روز ۱ فروردین سال یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ ماه 1 1370,1370/01/01
در روز ۱ ماه 1 ۱۳۷۰,1370/01/01
در روز ۱ ماه 1 یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ ماه 1 سال 1370,1370/01/01
در روز ۱ ماه 1 سال ۱۳۷۰,1370/01/01
در روز ۱ ماه 1 سال یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ ماه ۱ 1370,1370/01/01
در روز ۱ ماه ۱ ۱۳۷۰,1370/01/01
در روز ۱ ماه ۱ یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ ماه ۱ سال 1370,1370/01/01
در روز ۱ ماه ۱ سال ۱۳۷۰,1370/01/01
در روز ۱ ماه ۱ سال یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ ماه یک 1370,1370/01/01
در روز ۱ ماه یک ۱۳۷۰,1370/01/01
در روز ۱ ماه یک یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ ماه یک سال 1370,1370/01/01
در روز ۱ ماه یک سال ۱۳۷۰,1370/01/01
در روز ۱ ماه یک سال یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ ماه فروردین 1370,1370/01/01
در روز ۱ ماه فروردین ۱۳۷۰,1370/01/01
در روز ۱ ماه فروردین یک هزار و سیصد و هفتاد,1370/01/01
در روز ۱ ماه فروردین سال 1370,1370/01/01
در روز ۱ ماه فروردین سال ۱۳۷۰,1370/01/01
در روز ۱ ماه فروردین سال یک هزار و سیصد و هفتاد,1370/01/01
در روز یک 1 1370,1370/01/01
در روز یک 1 ۱۳۷۰,1370/01/01
در روز یک 1 یک هزار و سیصد و هفتاد,1370/01/01
در روز یک 1 سال 1370,1370/01/01
در روز یک 1 سال ۱۳۷۰,1370/01/01
در روز یک 1 سال یک هزار و سیصد و هفتاد,1370/01/01
در روز یک ۱ 1370,1370/01/01
در روز یک ۱ ۱۳۷۰,1370/01/01
در روز یک ۱ یک هزار و سیصد و هفتاد,1370/01/01
در روز یک ۱ سال 1370,1370/01/01
در روز یک ۱ سال ۱۳۷۰,1370/01/01
در روز یک ۱ سال یک هزار و سیصد و هفتاد,1370/01/01
در روز یک یک 1370,1370/01/01
در روز یک یک ۱۳۷۰,1370/01/01
در روز یک یک یک هزار و سیصد و هفتاد,1370/01/01
در روز یک یک سال 1370,1370/01/01
در روز یک یک سال ۱۳۷۰,1370/01/01
در روز یک یک سال یک هزار و سیصد و هفتاد,1370/01/01
در روز یک یکم 1370,1370/01/01
در روز یک یکم ۱۳۷۰,1370/01/01
در روز یک یکم یک هزار و سیصد و هفتاد,1370/01/01
در روز یک یکم سال 1370,1370/01/01
در روز یک یکم سال ۱۳۷۰,1370/01/01
در روز یک یکم سال یک هزار و سیصد و هفتاد,1370/01/01
در روز یک فروردین 1370,1370/01/01
در روز یک فروردین ۱۳۷۰,1370/01/01
در روز یک فروردین یک هزار و سیصد و هفتاد,1370/01/01
در روز یک فروردین سال 1370,1370/01/01
در روز یک فروردین سال ۱۳۷۰,1370/01/01
در روز یک فروردین سال یک هزار و سیصد و هفتاد,1370/01/01
در روز یک ماه 1 1370,1370/01/01
در روز یک ماه 1 ۱۳۷۰,1370/01/01
در روز یک ماه 1 یک هزار و سیصد و هفتاد,1370/01/01
در روز یک ماه 1 سال 1370,1370/01/01
در روز یک ماه 1 سال ۱۳۷۰,1370/01/01
در روز یک ماه 1 سال یک هزار و سیصد و هفتاد,1370/01/01
در روز یک ماه ۱ 1370,1370/01/01
در روز یک ماه ۱ ۱۳۷۰,1370/01/01
در روز یک ماه ۱ یک هزار و سیصد و هفتاد,1370/01/01
در روز یک ماه ۱ سال 1370,1370/01/01
در روز یک ماه ۱ سال ۱۳۷۰,1370/01/01
در روز یک ماه ۱ سال یک هزار و سیصد و هفتاد,1370/01/01
در روز یک ماه یک 1370,1370/01/01
در روز یک ماه یک ۱۳۷۰,1370/01/01
در روز یک ماه یک یک هزار و سیصد و هفتاد,1370/01/01
در روز یک ماه یک سال 1370,1370/01/01
در روز یک ماه یک سال ۱۳۷۰,1370/01/01
در روز یک ماه یک سال یک هزار و سیصد و هفتاد,1370/01/01
در روز یک ماه فروردین 1370,1370/01/01
در روز یک ماه فروردین ۱۳۷۰,1370/01/01
در روز یک ماه فروردین یک هزار و سیصد و هفتاد,1370/01/01
در روز یک ماه فروردین سال 1370,1370/01/01
در روز یک ماه فروردین سال ۱۳۷۰,1370/01/01
در روز یک ماه فروردین سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 1 1370,1370/01/01
به تاریخ 1 1 ۱۳۷۰,1370/01/01
به تاریخ 1 1 یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 1 سال 1370,1370/01/01
به تاریخ 1 1 سال ۱۳۷۰,1370/01/01
به تاریخ 1 1 سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 ۱ 1370,1370/01/01
به تاریخ 1 ۱ ۱۳۷۰,1370/01/01
به تاریخ 1 ۱ یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 ۱ سال 1370,1370/01/01
به تاریخ 1 ۱ سال ۱۳۷۰,1370/01/01
به تاریخ 1 ۱ سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 یک 1370,1370/01/01
به تاریخ 1 یک ۱۳۷۰,1370/01/01
به تاریخ 1 یک یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 یک سال 1370,1370/01/01
به تاریخ 1 یک سال ۱۳۷۰,1370/01/01
به تاریخ 1 یک سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 یکم 1370,1370/01/01
به تاریخ 1 یکم ۱۳۷۰,1370/01/01
به تاریخ 1 یکم یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 یکم سال 1370,1370/01/01
به تاریخ 1 یکم سال ۱۳۷۰,1370/01/01
به تاریخ 1 یکم سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 فروردین 1370,1370/01/01
به تاریخ 1 فروردین ۱۳۷۰,1370/01/01
به تاریخ 1 فروردین یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 فروردین سال 1370,1370/01/01
به تاریخ 1 فروردین سال ۱۳۷۰,1370/01/01
به تاریخ 1 فروردین سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 ماه 1 1370,1370/01/01
به تاریخ 1 ماه 1 ۱۳۷۰,1370/01/01
به تاریخ 1 ماه 1 یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 ماه 1 سال 1370,1370/01/01
به تاریخ 1 ماه 1 سال ۱۳۷۰,1370/01/01
به تاریخ 1 ماه 1 سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 ماه ۱ 1370,1370/01/01
به تاریخ 1 ماه ۱ ۱۳۷۰,1370/01/01
به تاریخ 1 ماه ۱ یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 ماه ۱ سال 1370,1370/01/01
به تاریخ 1 ماه ۱ سال ۱۳۷۰,1370/01/01
به تاریخ 1 ماه ۱ سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 ماه یک 1370,1370/01/01
به تاریخ 1 ماه یک ۱۳۷۰,1370/01/01
به تاریخ 1 ماه یک یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 ماه یک سال 1370,1370/01/01
به تاریخ 1 ماه یک سال ۱۳۷۰,1370/01/01
به تاریخ 1 ماه یک سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 ماه فروردین 1370,1370/01/01
به تاریخ 1 ماه فروردین ۱۳۷۰,1370/01/01
به تاریخ 1 ماه فروردین یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ 1 ماه فروردین سال 1370,1370/01/01
به تاریخ 1 ماه فروردین سال ۱۳۷۰,1370/01/01
به تاریخ 1 ماه فروردین سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ ۱ 1 1370,1370/01/01
به تاریخ ۱ 1 ۱۳۷۰,1370/01/01
به تاریخ ۱ 1 یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ ۱ 1 سال 1370,1370/01/01
به تاریخ ۱ 1 سال ۱۳۷۰,1370/01/01
به تاریخ ۱ 1 سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ ۱ ۱ 1370,1370/01/01
به تاریخ ۱ ۱ ۱۳۷۰,1370/01/01
به تاریخ ۱ ۱ یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ ۱ ۱ سال 1370,1370/01/01
به تاریخ ۱ ۱ سال ۱۳۷۰,1370/01/01
به تاریخ ۱ ۱ سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ ۱ یک 1370,1370/01/01
به تاریخ ۱ یک ۱۳۷۰,1370/01/01
به تاریخ ۱ یک یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ ۱ یک سال 1370,1370/01/01
به تاریخ ۱ یک سال ۱۳۷۰,1370/01/01
به تاریخ ۱ یک سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ ۱ یکم 1370,1370/01/01
به تاریخ ۱ یکم ۱۳۷۰,1370/01/01
به تاریخ ۱ یکم یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ ۱ یکم سال 1370,1370/01/01
به تاریخ ۱ یکم سال ۱۳۷۰,1370/01/01
به تاریخ ۱ یکم سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ ۱ فروردین 1370,1370/01/01
به تاریخ ۱ فروردین ۱۳۷۰,1370/01/01
به تاریخ ۱ فروردین یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ ۱ فروردین سال 1370,1370/01/01
به تاریخ ۱ فروردین سال ۱۳۷۰,1370/01/01
به تاریخ ۱ فروردین سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ ۱ ماه 1 1370,1370/01/01
به تاریخ ۱ ماه 1 ۱۳۷۰,1370/01/01
به تاریخ ۱ ماه 1 یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ ۱ ماه 1 سال 1370,1370/01/01
به تاریخ ۱ ماه 1 سال ۱۳۷۰,1370/01/01
به تاریخ ۱ ماه 1 سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ ۱ ماه ۱ 1370,1370/01/01
به تاریخ ۱ ماه ۱ ۱۳۷۰,1370/01/01
به تاریخ ۱ ماه ۱ یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ ۱ ماه ۱ سال 1370,1370/01/01
به تاریخ ۱ ماه ۱ سال ۱۳۷۰,1370/01/01
به تاریخ ۱ ماه ۱ سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ ۱ ماه یک 1370,1370/01/01
به تاریخ ۱ ماه یک ۱۳۷۰,1370/01/01
به تاریخ ۱ ماه یک یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ ۱ ماه یک سال 1370,1370/01/01
به تاریخ ۱ ماه یک سال ۱۳۷۰,1370/01/01
به تاریخ ۱ ماه یک سال یک هزار و سیصد و هفتاد,1370/01/01
به تاریخ ۱ ماه فروردین 1370,1370/01/01
به تاریخ ۱ ماه فروردین ۱۳۷۰,1370/01/01
